ID ,,  Year  ,       Award      ,Winner,      Name           Film        
777 , 1966 , Actor in a Supporting Role , 0 , James Mason , Georgy Girl
771 , 1966 , Actress in a Supporting Role , 1 , Sandy Dennis , Who's Afraid of Virginia Woolf?
791 , 1967 , Actress in a Supporting Role , 1 , Estelle Parsons , Bonnie and Clyde
804 , 1967 , Actress in a Supporting Role , 0 , Carol Channing , Thoroughly Modern Millie
792 , 1967 , Actor in a Leading Role , 0 , Warren Beatty , Bonnie and Clyde
795 , 1967 , Actor in a Leading Role , 0 , Spencer Tracy , Guess Who's Coming to Dinner
797 , 1967 , Actor in a Supporting Role , 0 , Gene Hackman , Bonnie and Clyde
805 , 1967 , Actress in a Supporting Role , 0 , Mildred Natwick , Barefoot in the Park
799 , 1967 , Actor in a Supporting Role , 0 , Michael J. Pollard , Bonnie and Clyde
801 , 1967 , Actress in a Leading Role , 0 , Faye Dunaway , Bonnie and Clyde
796 , 1967 , Actor in a Supporting Role , 0 , John Cassavetes , The Dirty Dozen
794 , 1967 , Actor in a Leading Role , 0 , Paul Newman , Cool Hand Luke
789 , 1967 , Actor in a Supporting Role , 1 , George Kennedy , Cool Hand Luke
793 , 1967 , Actor in a Leading Role , 0 , Dustin Hoffman , The Graduate
788 , 1967 , Actor in a Leading Role , 1 , Rod Steiger , In the Heat of the Night
790 , 1967 , Actress in a Leading Role , 1 , Katharine Hepburn , Guess Who's Coming to Dinner
806 , 1967 , Actress in a Supporting Role , 0 , Beah Richards , Guess Who's Coming to Dinner
798 , 1967 , Actor in a Supporting Role , 0 , Cecil Kellaway , Guess Who's Coming to Dinner
807 , 1967 , Actress in a Supporting Role , 0 , Katharine Ross , The Graduate
803 , 1967 , Actress in a Leading Role , 0 , Audrey Hepburn , Wait until Dark
800 , 1967 , Actress in a Leading Role , 0 , Anne Bancroft , The Graduate
802 , 1967 , Actress in a Leading Role , 0 , Dame Edith Evans , The Whisperers
826 , 1968 , Actress in a Supporting Role , 0 , Kay Medford , Funny Girl
812 , 1968 , Actress in a Supporting Role , 1 , Ruth Gordon , Rosemary's Baby
810 , 1968 , Actress in a Leading Role , 1 , Katharine Hepburn , The Lion in Winter
813 , 1968 , Actor in a Leading Role , 0 , Alan Arkin , The Heart Is a Lonely Hunter
811 , 1968 , Actress in a Leading Role , 1 , Barbra Streisand , Funny Girl
822 , 1968 , Actress in a Leading Role , 0 , Vanessa Redgrave , Isadora
823 , 1968 , Actress in a Leading Role , 0 , Joanne Woodward , "Rachel, Rachel"
814 , 1968 , Actor in a Leading Role , 0 , Alan Bates , The Fixer
827 , 1968 , Actress in a Supporting Role , 0 , Estelle Parsons , "Rachel, Rachel"
808 , 1968 , Actor in a Leading Role , 1 , Cliff Robertson , Charly
818 , 1968 , Actor in a Supporting Role , 0 , Daniel Massey , Star!
824 , 1968 , Actress in a Supporting Role , 0 , Lynn Carlin , Faces
815 , 1968 , Actor in a Leading Role , 0 , Ron Moody , Oliver!
816 , 1968 , Actor in a Leading Role , 0 , Peter O'Toole , The Lion in Winter
817 , 1968 , Actor in a Supporting Role , 0 , Seymour Cassel , Faces
809 , 1968 , Actor in a Supporting Role , 1 , Jack Albertson , The Subject Was Roses
825 , 1968 , Actress in a Supporting Role , 0 , Sondra Locke , The Heart Is a Lonely Hunter
821 , 1968 , Actress in a Leading Role , 0 , Patricia Neal , The Subject Was Roses
820 , 1968 , Actor in a Supporting Role , 0 , Gene Wilder , The Producers
819 , 1968 , Actor in a Supporting Role , 0 , Jack Wild , Oliver!
845 , 1969 , Actress in a Supporting Role , 0 , Dyan Cannon , Bob & Carol & Ted & Alice
843 , 1969 , Actress in a Leading Role , 0 , Jean Simmons , The Happy Ending
830 , 1969 , Actress in a Leading Role , 1 , Maggie Smith , The Prime of Miss Jean Brodie
837 , 1969 , Actor in a Supporting Role , 0 , Elliott Gould , Bob & Carol & Ted & Alice
839 , 1969 , Actor in a Supporting Role , 0 , Anthony Quayle , Anne of the Thousand Days
832 , 1969 , Actor in a Leading Role , 0 , Richard Burton , Anne of the Thousand Days
831 , 1969 , Actress in a Supporting Role , 1 , Goldie Hawn , Cactus Flower
836 , 1969 , Actor in a Supporting Role , 0 , Rupert Crosse , The Reivers
844 , 1969 , Actress in a Supporting Role , 0 , Catherine Burns , Last Summer
834 , 1969 , Actor in a Leading Role , 0 , Peter O'Toole , "Goodbye, Mr. Chips"
829 , 1969 , Actor in a Supporting Role , 1 , Gig Young , "They Shoot Horses, Don't They?"
842 , 1969 , Actress in a Leading Role , 0 , Liza Minnelli , The Sterile Cuckoo
835 , 1969 , Actor in a Leading Role , 0 , Jon Voight , Midnight Cowboy
828 , 1969 , Actor in a Leading Role , 1 , John Wayne , True Grit
840 , 1969 , Actress in a Leading Role , 0 , Genevieve Bujold , Anne of the Thousand Days
847 , 1969 , Actress in a Supporting Role , 0 , Susannah York , "They Shoot Horses, Don't They?"
841 , 1969 , Actress in a Leading Role , 0 , Jane Fonda , "They Shoot Horses, Don't They?"
833 , 1969 , Actor in a Leading Role , 0 , Dustin Hoffman , Midnight Cowboy
846 , 1969 , Actress in a Supporting Role , 0 , Sylvia Miles , Midnight Cowboy
838 , 1969 , Actor in a Supporting Role , 0 , Jack Nicholson , Easy Rider
857 , 1970 , Actor in a Supporting Role , 0 , Richard Castellano , Lovers and Other Strangers
854 , 1970 , Actor in a Leading Role , 0 , James Earl Jones , The Great White Hope
851 , 1970 , Actress in a Supporting Role , 1 , Helen Hayes , Airport
848 , 1970 , Actor in a Leading Role , 1 , George C. Scott , Patton
865 , 1970 , Actress in a Supporting Role , 0 , Karen Black , Five Easy Pieces
853 , 1970 , Actor in a Leading Role , 0 , Melvyn Douglas , I Never Sang for My Father
859 , 1970 , Actor in a Supporting Role , 0 , Gene Hackman , I Never Sang for My Father
862 , 1970 , Actress in a Leading Role , 0 , Ali MacGraw , Love Story
860 , 1970 , Actor in a Supporting Role , 0 , John Marley , Love Story
849 , 1970 , Actor in a Supporting Role , 1 , John Mills , Ryan's Daughter
850 , 1970 , Actress in a Leading Role , 1 , Glenda Jackson , Women in Love
867 , 1970 , Actress in a Supporting Role , 0 , Maureen Stapleton , Airport
866 , 1970 , Actress in a Supporting Role , 0 , Lee Grant , The Landlord
856 , 1970 , Actor in a Leading Role , 0 , Ryan O'Neal , Love Story
852 , 1970 , Actress in a Supporting Role , 1 , Sally Kellerman , MA*S*H
863 , 1970 , Actress in a Leading Role , 0 , Sarah Miles , Ryan's Daughter
858 , 1970 , Actor in a Supporting Role , 0 , Chief Dan George , Little Big Man
864 , 1970 , Actress in a Leading Role , 0 , Carrie Snodgress , Diary of a Mad Housewife
861 , 1970 , Actress in a Leading Role , 0 , Jane Alexander , The Great White Hope
855 , 1970 , Actor in a Leading Role , 0 , Jack Nicholson , Five Easy Pieces
868 , 1971 , Actor in a Leading Role , 1 , Gene Hackman , The French Connection
874 , 1971 , Actor in a Leading Role , 0 , George C. Scott , The Hospital
872 , 1971 , Actor in a Leading Role , 0 , Peter Finch , Sunday Bloody Sunday
886 , 1971 , Actress in a Supporting Role , 0 , Barbara Harris , Who Is Harry Kellerman and Why Is He Saying Those Terrible Things about Me?
870 , 1971 , Actress in a Leading Role , 1 , Jane Fonda , Klute
869 , 1971 , Actor in a Supporting Role , 1 , Ben Johnson , The Last Picture Show
873 , 1971 , Actor in a Leading Role , 0 , Walter Matthau , Kotch
881 , 1971 , Actress in a Leading Role , 0 , Glenda Jackson , Sunday Bloody Sunday
885 , 1971 , Actress in a Supporting Role , 0 , Ellen Burstyn , The Last Picture Show
882 , 1971 , Actress in a Leading Role , 0 , Vanessa Redgrave , "Mary, Queen of Scots"
877 , 1971 , Actor in a Supporting Role , 0 , Leonard Frey , Fiddler on the Roof
871 , 1971 , Actress in a Supporting Role , 1 , Cloris Leachman , The Last Picture Show
880 , 1971 , Actress in a Leading Role , 0 , Julie Christie , McCabe & Mrs. Miller
878 , 1971 , Actor in a Supporting Role , 0 , Richard Jaeckel , Sometimes a Great Notion
876 , 1971 , Actor in a Supporting Role , 0 , Jeff Bridges , The Last Picture Show
879 , 1971 , Actor in a Supporting Role , 0 , Roy Scheider , The French Connection
887 , 1971 , Actress in a Supporting Role , 0 , Margaret Leighton , The Go-Between
875 , 1971 , Actor in a Leading Role , 0 , Topol , Fiddler on the Roof
883 , 1971 , Actress in a Leading Role , 0 , Janet Suzman , Nicholas and Alexandra
884 , 1971 , Actress in a Supporting Role , 0 , Ann-Margret , Carnal Knowledge
906 , 1972 , Actress in a Supporting Role , 0 , Susan Tyrrell , Fat City
889 , 1972 , Actor in a Supporting Role , 1 , Joel Grey , Cabaret
896 , 1972 , Actor in a Supporting Role , 0 , Eddie Albert , The Heartbreak Kid
902 , 1972 , Actress in a Leading Role , 0 , Cicely Tyson , Sounder
892 , 1972 , Actor in a Leading Role , 0 , Michael Caine , Sleuth
898 , 1972 , Actor in a Supporting Role , 0 , Robert Duvall , The Godfather
904 , 1972 , Actress in a Supporting Role , 0 , Jeannie Berlin , The Heartbreak Kid
901 , 1972 , Actress in a Leading Role , 0 , Maggie Smith , Travels with My Aunt
893 , 1972 , Actor in a Leading Role , 0 , Laurence Olivier , Sleuth
891 , 1972 , Actress in a Supporting Role , 1 , Eileen Heckart , Butterflies Are Free
895 , 1972 , Actor in a Leading Role , 0 , Paul Winfield , Sounder
903 , 1972 , Actress in a Leading Role , 0 , Liv Ullmann , The Emigrants
897 , 1972 , Actor in a Supporting Role , 0 , James Caan , The Godfather
907 , 1972 , Actress in a Supporting Role , 0 , Shelley Winters , The Poseidon Adventure
905 , 1972 , Actress in a Supporting Role , 0 , Geraldine Page , Pete 'n' Tillie
890 , 1972 , Actress in a Leading Role , 1 , Liza Minnelli , Cabaret
888 , 1972 , Actor in a Leading Role , 1 , Marlon Brando , The Godfather
899 , 1972 , Actor in a Supporting Role , 0 , Al Pacino , The Godfather
900 , 1972 , Actress in a Leading Role , 0 , Diana Ross , Lady Sings the Blues
894 , 1972 , Actor in a Leading Role , 0 , Peter O'Toole , The Ruling Class
923 , 1973 , Actress in a Leading Role , 0 , Joanne Woodward , "Summer Wishes, Winter Dreams"
909 , 1973 , Actor in a Supporting Role , 1 , John Houseman , The Paper Chase
924 , 1973 , Actress in a Supporting Role , 0 , Linda Blair , The Exorcist
927 , 1973 , Actress in a Supporting Role , 0 , Sylvia Sidney , "Summer Wishes, Winter Dreams"
911 , 1973 , Actress in a Supporting Role , 1 , Tatum O'Neal , Paper Moon
916 , 1973 , Actor in a Supporting Role , 0 , Vincent Gardenia , Bang the Drum Slowly
921 , 1973 , Actress in a Leading Role , 0 , Marsha Mason , Cinderella Liberty
919 , 1973 , Actor in a Supporting Role , 0 , Randy Quaid , The Last Detail
912 , 1973 , Actor in a Leading Role , 0 , Marlon Brando , Last Tango in Paris
926 , 1973 , Actress in a Supporting Role , 0 , Madeline Kahn , Paper Moon
915 , 1973 , Actor in a Leading Role , 0 , Robert Redford , The Sting
908 , 1973 , Actor in a Leading Role , 1 , Jack Lemmon , Save the Tiger
925 , 1973 , Actress in a Supporting Role , 0 , Candy Clark , American Graffiti
913 , 1973 , Actor in a Leading Role , 0 , Jack Nicholson , The Last Detail
918 , 1973 , Actor in a Supporting Role , 0 , Jason Miller , The Exorcist
922 , 1973 , Actress in a Leading Role , 0 , Barbra Streisand , The Way We Were
910 , 1973 , Actress in a Leading Role , 1 , Glenda Jackson , A Touch of Class
920 , 1973 , Actress in a Leading Role , 0 , Ellen Burstyn , The Exorcist
914 , 1973 , Actor in a Leading Role , 0 , Al Pacino , Serpico
917 , 1973 , Actor in a Supporting Role , 0 , Jack Gilford , Save the Tiger
939 , 1974 , Actor in a Supporting Role , 0 , Lee Strasberg , The Godfather Part II
937 , 1974 , Actor in a Supporting Role , 0 , Jeff Bridges , Thunderbolt and Lightfoot
943 , 1974 , Actress in a Leading Role , 0 , Gena Rowlands , A Woman under the Influence
938 , 1974 , Actor in a Supporting Role , 0 , Michael V. Gazzo , The Godfather Part II
934 , 1974 , Actor in a Leading Role , 0 , Jack Nicholson , Chinatown
936 , 1974 , Actor in a Supporting Role , 0 , Fred Astaire , The Towering Inferno
929 , 1974 , Actor in a Supporting Role , 1 , Robert De Niro , The Godfather Part II
941 , 1974 , Actress in a Leading Role , 0 , Faye Dunaway , Chinatown
947 , 1974 , Actress in a Supporting Role , 0 , Talia Shire , The Godfather Part II
940 , 1974 , Actress in a Leading Role , 0 , Diahann Carroll , Claudine
935 , 1974 , Actor in a Leading Role , 0 , Al Pacino , The Godfather Part II
928 , 1974 , Actor in a Leading Role , 1 , Art Carney , Harry and Tonto
930 , 1974 , Actress in a Leading Role , 1 , Ellen Burstyn , Alice Doesn't Live Here Anymore
946 , 1974 , Actress in a Supporting Role , 0 , Diane Ladd , Alice Doesn't Live Here Anymore
932 , 1974 , Actor in a Leading Role , 0 , Albert Finney , Murder on the Orient Express
931 , 1974 , Actress in a Supporting Role , 1 , Ingrid Bergman , Murder on the Orient Express
933 , 1974 , Actor in a Leading Role , 0 , Dustin Hoffman , Lenny
942 , 1974 , Actress in a Leading Role , 0 , Valerie Perrine , Lenny
944 , 1974 , Actress in a Supporting Role , 0 , Valentina Cortese , Day for Night
945 , 1974 , Actress in a Supporting Role , 0 , Madeline Kahn , Blazing Saddles
958 , 1975 , Actor in a Supporting Role , 0 , Chris Sarandon , Dog Day Afternoon
963 , 1975 , Actress in a Leading Role , 0 , Carol Kane , Hester Street
949 , 1975 , Actor in a Supporting Role , 1 , George Burns , The Sunshine Boys
954 , 1975 , Actor in a Leading Role , 0 , Maximilian Schell , The Man in the Glass Booth
966 , 1975 , Actress in a Supporting Role , 0 , Lily Tomlin , Nashville
964 , 1975 , Actress in a Supporting Role , 0 , Ronee Blakley , Nashville
955 , 1975 , Actor in a Leading Role , 0 , James Whitmore , "Give 'em Hell, Harry!"
952 , 1975 , Actor in a Leading Role , 0 , Walter Matthau , The Sunshine Boys
957 , 1975 , Actor in a Supporting Role , 0 , Burgess Meredith , The Day of the Locust
967 , 1975 , Actress in a Supporting Role , 0 , Brenda Vaccaro , Jacqueline Susann's Once Is Not Enough
960 , 1975 , Actress in a Leading Role , 0 , Isabelle Adjani , The Story of Adele H.
959 , 1975 , Actor in a Supporting Role , 0 , Jack Warden , Shampoo
956 , 1975 , Actor in a Supporting Role , 0 , Brad Dourif , One Flew over the Cuckoo's Nest
951 , 1975 , Actress in a Supporting Role , 1 , Lee Grant , Shampoo
962 , 1975 , Actress in a Leading Role , 0 , Glenda Jackson , Hedda
965 , 1975 , Actress in a Supporting Role , 0 , Sylvia Miles , "Farewell, My Lovely"
950 , 1975 , Actress in a Leading Role , 1 , Louise Fletcher , One Flew over the Cuckoo's Nest
953 , 1975 , Actor in a Leading Role , 0 , Al Pacino , Dog Day Afternoon
948 , 1975 , Actor in a Leading Role , 1 , Jack Nicholson , One Flew over the Cuckoo's Nest
961 , 1975 , Actress in a Leading Role , 0 , Ann-Margret , Tommy
972 , 1976 , Actor in a Leading Role , 0 , Robert De Niro , Taxi Driver
970 , 1976 , Actress in a Leading Role , 1 , Faye Dunaway , Network
976 , 1976 , Actor in a Supporting Role , 0 , Ned Beatty , Network
968 , 1976 , Actor in a Leading Role , 1 , Peter Finch , Network
987 , 1976 , Actress in a Supporting Role , 0 , Piper Laurie , Carrie
973 , 1976 , Actor in a Leading Role , 0 , Giancarlo Giannini , Seven Beauties
984 , 1976 , Actress in a Supporting Role , 0 , Jane Alexander , All the President's Men
980 , 1976 , Actress in a Leading Role , 0 , Marie-Christine Barrault , "Cousin, Cousine"
985 , 1976 , Actress in a Supporting Role , 0 , Jodie Foster , Taxi Driver
981 , 1976 , Actress in a Leading Role , 0 , Talia Shire , Rocky
975 , 1976 , Actor in a Leading Role , 0 , Sylvester Stallone , Rocky
971 , 1976 , Actress in a Supporting Role , 1 , Beatrice Straight , Network
978 , 1976 , Actor in a Supporting Role , 0 , Laurence Olivier , Marathon Man
986 , 1976 , Actress in a Supporting Role , 0 , Lee Grant , Voyage of the Damned
983 , 1976 , Actress in a Leading Role , 0 , Liv Ullmann , Face to Face
982 , 1976 , Actress in a Leading Role , 0 , Sissy Spacek , Carrie
977 , 1976 , Actor in a Supporting Role , 0 , Burgess Meredith , Rocky
969 , 1976 , Actor in a Supporting Role , 1 , Jason Robards , All the President's Men
974 , 1976 , Actor in a Leading Role , 0 , William Holden , Network
979 , 1976 , Actor in a Supporting Role , 0 , Burt Young , Rocky
997 , 1977 , Actor in a Supporting Role , 0 , Peter Firth , Equus
1006 , 1977 , Actress in a Supporting Role , 0 , Melinda Dillon , Close Encounters of the Third Kind
1004 , 1977 , Actress in a Supporting Role , 0 , Leslie Browne , The Turning Point
994 , 1977 , Actor in a Leading Role , 0 , Marcello Mastroianni , A Special Day
1003 , 1977 , Actress in a Leading Role , 0 , Marsha Mason , The Goodbye Girl
1001 , 1977 , Actress in a Leading Role , 0 , Jane Fonda , Julia
996 , 1977 , Actor in a Supporting Role , 0 , Mikhail Baryshnikov , The Turning Point
989 , 1977 , Actor in a Supporting Role , 1 , Jason Robards , Julia
999 , 1977 , Actor in a Supporting Role , 0 , Maximilian Schell , Julia
992 , 1977 , Actor in a Leading Role , 0 , Woody Allen , Annie Hall
998 , 1977 , Actor in a Supporting Role , 0 , Alec Guinness , Star Wars
991 , 1977 , Actress in a Supporting Role , 1 , Vanessa Redgrave , Julia
995 , 1977 , Actor in a Leading Role , 0 , John Travolta , Saturday Night Fever
1007 , 1977 , Actress in a Supporting Role , 0 , Tuesday Weld , Looking for Mr. Goodbar
988 , 1977 , Actor in a Leading Role , 1 , Richard Dreyfuss , The Goodbye Girl
1005 , 1977 , Actress in a Supporting Role , 0 , Quinn Cummings , The Goodbye Girl
1000 , 1977 , Actress in a Leading Role , 0 , Anne Bancroft , The Turning Point
990 , 1977 , Actress in a Leading Role , 1 , Diane Keaton , Annie Hall
1002 , 1977 , Actress in a Leading Role , 0 , Shirley MacLaine , The Turning Point
993 , 1977 , Actor in a Leading Role , 0 , Richard Burton , Equus
1026 , 1978 , Actress in a Supporting Role , 0 , Maureen Stapleton , Interiors
1027 , 1978 , Actress in a Supporting Role , 0 , Meryl Streep , The Deer Hunter
1015 , 1978 , Actor in a Leading Role , 0 , Laurence Olivier , The Boys from Brazil
1008 , 1978 , Actor in a Leading Role , 1 , Jon Voight , Coming Home
1023 , 1978 , Actress in a Leading Role , 0 , Geraldine Page , Interiors
1009 , 1978 , Actor in a Supporting Role , 1 , Christopher Walken , The Deer Hunter
1025 , 1978 , Actress in a Supporting Role , 0 , Penelope Milford , Coming Home
1016 , 1978 , Actor in a Supporting Role , 0 , Bruce Dern , Coming Home
1018 , 1978 , Actor in a Supporting Role , 0 , John Hurt , Midnight Express
1010 , 1978 , Actress in a Leading Role , 1 , Jane Fonda , Coming Home
1011 , 1978 , Actress in a Supporting Role , 1 , Maggie Smith , California Suite
1022 , 1978 , Actress in a Leading Role , 0 , Jill Clayburgh , An Unmarried Woman
1020 , 1978 , Actress in a Leading Role , 0 , Ingrid Bergman , Autumn Sonata
1012 , 1978 , Actor in a Leading Role , 0 , Warren Beatty , Heaven Can Wait
1021 , 1978 , Actress in a Leading Role , 0 , Ellen Burstyn , "Same Time, Next Year"
1019 , 1978 , Actor in a Supporting Role , 0 , Jack Warden , Heaven Can Wait
1017 , 1978 , Actor in a Supporting Role , 0 , Richard Farnsworth , Comes a Horseman
1014 , 1978 , Actor in a Leading Role , 0 , Robert De Niro , The Deer Hunter
1024 , 1978 , Actress in a Supporting Role , 0 , Dyan Cannon , Heaven Can Wait
1013 , 1978 , Actor in a Leading Role , 0 , Gary Busey , The Buddy Holly Story
1037 , 1979 , Actor in a Supporting Role , 0 , Frederic Forrest , The Rose
1047 , 1979 , Actress in a Supporting Role , 0 , Mariel Hemingway , Manhattan
1032 , 1979 , Actor in a Leading Role , 0 , Jack Lemmon , The China Syndrome
1045 , 1979 , Actress in a Supporting Role , 0 , Barbara Barrie , Breaking Away
1042 , 1979 , Actress in a Leading Role , 0 , Marsha Mason , Chapter Two
1041 , 1979 , Actress in a Leading Role , 0 , Jane Fonda , The China Syndrome
1035 , 1979 , Actor in a Leading Role , 0 , Peter Sellers , Being There
1040 , 1979 , Actress in a Leading Role , 0 , Jill Clayburgh , Starting Over
1043 , 1979 , Actress in a Leading Role , 0 , Bette Midler , The Rose
1031 , 1979 , Actress in a Supporting Role , 1 , Meryl Streep , Kramer vs. Kramer
1044 , 1979 , Actress in a Supporting Role , 0 , Jane Alexander , Kramer vs. Kramer
1039 , 1979 , Actor in a Supporting Role , 0 , Mickey Rooney , The Black Stallion
1046 , 1979 , Actress in a Supporting Role , 0 , Candice Bergen , Starting Over
1036 , 1979 , Actor in a Supporting Role , 0 , Robert Duvall , Apocalypse Now
1030 , 1979 , Actress in a Leading Role , 1 , Sally Field , Norma Rae
1038 , 1979 , Actor in a Supporting Role , 0 , Justin Henry , Kramer vs. Kramer
1034 , 1979 , Actor in a Leading Role , 0 , Roy Scheider , All That Jazz
1033 , 1979 , Actor in a Leading Role , 0 , Al Pacino , ...And Justice for All
1029 , 1979 , Actor in a Supporting Role , 1 , Melvyn Douglas , Being There
1028 , 1979 , Actor in a Leading Role , 1 , Dustin Hoffman , Kramer vs. Kramer
1055 , 1980 , Actor in a Leading Role , 0 , Peter O'Toole , The Stunt Man
1054 , 1980 , Actor in a Leading Role , 0 , Jack Lemmon , Tribute
1060 , 1980 , Actress in a Leading Role , 0 , Ellen Burstyn , Resurrection
1064 , 1980 , Actress in a Supporting Role , 0 , Eileen Brennan , Private Benjamin
1058 , 1980 , Actor in a Supporting Role , 0 , Joe Pesci , Raging Bull
1053 , 1980 , Actor in a Leading Role , 0 , John Hurt , The Elephant Man
1049 , 1980 , Actor in a Supporting Role , 1 , Timothy Hutton , Ordinary People
1061 , 1980 , Actress in a Leading Role , 0 , Goldie Hawn , Private Benjamin
1067 , 1980 , Actress in a Supporting Role , 0 , Diana Scarwid , Inside Moves
1065 , 1980 , Actress in a Supporting Role , 0 , Eva Le Gallienne , Resurrection
1057 , 1980 , Actor in a Supporting Role , 0 , Michael O'Keefe , The Great Santini
1051 , 1980 , Actress in a Supporting Role , 1 , Mary Steenburgen , Melvin and Howard
1062 , 1980 , Actress in a Leading Role , 0 , Mary Tyler Moore , Ordinary People
1050 , 1980 , Actress in a Leading Role , 1 , Sissy Spacek , Coal Miner's Daughter
1048 , 1980 , Actor in a Leading Role , 1 , Robert De Niro , Raging Bull
1059 , 1980 , Actor in a Supporting Role , 0 , Jason Robards , Melvin and Howard
1066 , 1980 , Actress in a Supporting Role , 0 , Cathy Moriarty , Raging Bull
1052 , 1980 , Actor in a Leading Role , 0 , Robert Duvall , The Great Santini
1056 , 1980 , Actor in a Supporting Role , 0 , Judd Hirsch , Ordinary People
1063 , 1980 , Actress in a Leading Role , 0 , Gena Rowlands , Gloria
1076 , 1981 , Actor in a Supporting Role , 0 , James Coco , Only When I Laugh
1078 , 1981 , Actor in a Supporting Role , 0 , Jack Nicholson , Reds
1075 , 1981 , Actor in a Leading Role , 0 , Paul Newman , Absence of Malice
1077 , 1981 , Actor in a Supporting Role , 0 , Ian Holm , Chariots of Fire
1068 , 1981 , Actor in a Leading Role , 1 , Henry Fonda , On Golden Pond
1081 , 1981 , Actress in a Leading Role , 0 , Marsha Mason , Only When I Laugh
1071 , 1981 , Actress in a Supporting Role , 1 , Maureen Stapleton , Reds
1084 , 1981 , Actress in a Supporting Role , 0 , Melinda Dillon , Absence of Malice
1083 , 1981 , Actress in a Leading Role , 0 , Meryl Streep , The French Lieutenant's Woman
1087 , 1981 , Actress in a Supporting Role , 0 , Elizabeth McGovern , Ragtime
1086 , 1981 , Actress in a Supporting Role , 0 , Joan Hackett , Only When I Laugh
1074 , 1981 , Actor in a Leading Role , 0 , Dudley Moore , Arthur
1080 , 1981 , Actress in a Leading Role , 0 , Diane Keaton , Reds
1073 , 1981 , Actor in a Leading Role , 0 , Burt Lancaster , Atlantic City
1082 , 1981 , Actress in a Leading Role , 0 , Susan Sarandon , Atlantic City
1072 , 1981 , Actor in a Leading Role , 0 , Warren Beatty , Reds
1079 , 1981 , Actor in a Supporting Role , 0 , "Howard E. Rollins ,  Jr.",Ragtime
1069 , 1981 , Actor in a Supporting Role , 1 , John Gielgud , Arthur
1070 , 1981 , Actress in a Leading Role , 1 , Katharine Hepburn , On Golden Pond
1085 , 1981 , Actress in a Supporting Role , 0 , Jane Fonda , On Golden Pond
1088 , 1982 , Actor in a Leading Role , 1 , Ben Kingsley , Gandhi
1093 , 1982 , Actor in a Leading Role , 0 , Jack Lemmon , Missing
1103 , 1982 , Actress in a Leading Role , 0 , Debra Winger , An Officer and a Gentleman
1099 , 1982 , Actor in a Supporting Role , 0 , Robert Preston , Victor/Victoria
1092 , 1982 , Actor in a Leading Role , 0 , Dustin Hoffman , Tootsie
1106 , 1982 , Actress in a Supporting Role , 0 , Kim Stanley , Frances
1107 , 1982 , Actress in a Supporting Role , 0 , Lesley Ann Warren , Victor/Victoria
1105 , 1982 , Actress in a Supporting Role , 0 , Teri Garr , Tootsie
1094 , 1982 , Actor in a Leading Role , 0 , Paul Newman , The Verdict
1104 , 1982 , Actress in a Supporting Role , 0 , Glenn Close , The World According to Garp
1091 , 1982 , Actress in a Supporting Role , 1 , Jessica Lange , Tootsie
1100 , 1982 , Actress in a Leading Role , 0 , Julie Andrews , Victor/Victoria
1090 , 1982 , Actress in a Leading Role , 1 , Meryl Streep , Sophie's Choice
1101 , 1982 , Actress in a Leading Role , 0 , Jessica Lange , Frances
1097 , 1982 , Actor in a Supporting Role , 0 , John Lithgow , The World According to Garp
1098 , 1982 , Actor in a Supporting Role , 0 , James Mason , The Verdict
1102 , 1982 , Actress in a Leading Role , 0 , Sissy Spacek , Missing
1096 , 1982 , Actor in a Supporting Role , 0 , Charles Durning , The Best Little Whorehouse in Texas
1089 , 1982 , Actor in a Supporting Role , 1 , "Louis Gossett ,  Jr.",An Officer and a Gentleman
1095 , 1982 , Actor in a Leading Role , 0 , Peter O'Toole , My Favorite Year
1116 , 1983 , Actor in a Supporting Role , 0 , Charles Durning , To Be or Not to Be
1115 , 1983 , Actor in a Leading Role , 0 , Albert Finney , The Dresser
1122 , 1983 , Actress in a Leading Role , 0 , Julie Walters , Educating Rita
1113 , 1983 , Actor in a Leading Role , 0 , Tom Conti , "Reuben, Reuben"
1127 , 1983 , Actress in a Supporting Role , 0 , Alfre Woodard , Cross Creek
1121 , 1983 , Actress in a Leading Role , 0 , Meryl Streep , Silkwood
1112 , 1983 , Actor in a Leading Role , 0 , Michael Caine , Educating Rita
1126 , 1983 , Actress in a Supporting Role , 0 , Amy Irving , Yentl
1114 , 1983 , Actor in a Leading Role , 0 , Tom Courtenay , The Dresser
1120 , 1983 , Actress in a Leading Role , 0 , Jane Alexander , Testament
1118 , 1983 , Actor in a Supporting Role , 0 , Sam Shepard , The Right Stuff
1124 , 1983 , Actress in a Supporting Role , 0 , Cher , Silkwood
1111 , 1983 , Actress in a Supporting Role , 1 , Linda Hunt , The Year of Living Dangerously
1108 , 1983 , Actor in a Leading Role , 1 , Robert Duvall , Tender Mercies
1117 , 1983 , Actor in a Supporting Role , 0 , John Lithgow , Terms of Endearment
1125 , 1983 , Actress in a Supporting Role , 0 , Glenn Close , The Big Chill
1109 , 1983 , Actor in a Supporting Role , 1 , Jack Nicholson , Terms of Endearment
1123 , 1983 , Actress in a Leading Role , 0 , Debra Winger , Terms of Endearment
1110 , 1983 , Actress in a Leading Role , 1 , Shirley MacLaine , Terms of Endearment
1119 , 1983 , Actor in a Supporting Role , 0 , Rip Torn , Cross Creek
